"LANG","ITEM","skflavor","suflavor","nsflavor","npiflavor","fciflavor","nqflavor","Haspelmath","type"
"fl8885","fl8885-1",0,1,1,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl8885","fl8885-2",0,0,1,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8885","fl8885-3",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8885","fl8885-4",1,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8886","fl8886-1",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8886","fl8886-2",1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8886","fl8886-3",1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8887","fl8887-1",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8887","fl8887-2",0,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8887","fl8887-3",0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8887","fl8887-4",0,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8887","fl8887-5",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8888","fl8888-1",1,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8888","fl8888-2",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8889","fl8889-1",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8889","fl8889-2",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8889","fl8889-3",0,0,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8889","fl8889-4",0,0,0,0,0,1,"Haspel-ok","Not Haspel-ok"
"fl8889","fl8889-5",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8890","fl8890-1",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8890","fl8890-2",0,0,0,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl8891","fl8891-1",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8891","fl8891-2",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8891","fl8891-3",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8891","fl8891-4",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8891","fl8891-5",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8891","fl8891-6",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8892","fl8892-1",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8892","fl8892-2",1,1,1,0,0,1,"Haspel-ok","Not Haspel-ok"
"fl8892","fl8892-3",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8892","fl8892-4",0,0,0,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl8893","fl8893-1",0,0,1,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl8893","fl8893-2",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8893","fl8893-3",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8894","fl8894-1",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8894","fl8894-2",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8894","fl8894-3",0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8894","fl8894-4",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8894","fl8894-5",1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8894","fl8894-6",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8895","fl8895-1",0,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8895","fl8895-2",0,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8895","fl8895-3",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8896","fl8896-1",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8896","fl8896-2",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8897","fl8897-1",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8898","fl8898-1",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8898","fl8898-2",0,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8898","fl8898-3",1,1,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"fl8898","fl8898-4",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8898","fl8898-5",1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8898","fl8898-6",1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8899","fl8899-1",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8899","fl8899-2",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8899","fl8899-3",0,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8899","fl8899-4",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8899","fl8899-5",1,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8899","fl8899-6",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8899","fl8899-7",1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8900","fl8900-1",0,0,0,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl8900","fl8900-2",0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8900","fl8900-3",1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8900","fl8900-4",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8901","fl8901-1",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8901","fl8901-2",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8902","fl8902-1",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8903","fl8903-1",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8903","fl8903-2",1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8903","fl8903-3",1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8903","fl8903-4",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8903","fl8903-5",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8904","fl8904-1",1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8905","fl8905-1",0,0,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8906","fl8906-1",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8906","fl8906-2",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8906","fl8906-3",0,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8906","fl8906-4",1,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8906","fl8906-5",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8906","fl8906-6",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8906","fl8906-7",1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8907","fl8907-1",0,1,0,0,1,0,"Haspel-ok","Not Haspel-ok"
"fl8907","fl8907-2",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8907","fl8907-3",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8907","fl8907-4",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8907","fl8907-5",0,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8907","fl8907-6",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8907","fl8907-7",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8908","fl8908-1",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8908","fl8908-2",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8908","fl8908-3",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8908","fl8908-4",0,0,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8908","fl8908-5",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8908","fl8908-6",0,0,1,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8909","fl8909-1",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8909","fl8909-2",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8909","fl8909-3",0,0,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"fl8909","fl8909-4",0,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8909","fl8909-5",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8910","fl8910-1",0,0,1,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8910","fl8910-2",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8910","fl8910-3",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8911","fl8911-1",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8911","fl8911-2",0,1,0,0,1,0,"Haspel-ok","Not Haspel-ok"
"fl8911","fl8911-3",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8911","fl8911-4",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8911","fl8911-5",0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8911","fl8911-6",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8911","fl8911-7",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8912","fl8912-1",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8912","fl8912-2",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8912","fl8912-3",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8912","fl8912-4",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8912","fl8912-5",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8912","fl8912-6",1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8913","fl8913-1",1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8913","fl8913-2",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8913","fl8913-3",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8914","fl8914-1",0,0,1,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8914","fl8914-2",0,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8914","fl8914-3",1,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8914","fl8914-4",1,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8915","fl8915-1",1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8915","fl8915-2",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8915","fl8915-3",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8916","fl8916-1",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8916","fl8916-2",1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8917","fl8917-1",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8917","fl8917-2",1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8918","fl8918-1",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8918","fl8918-2",1,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8918","fl8918-3",0,0,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"fl8918","fl8918-4",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8919","fl8919-1",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8919","fl8919-2",0,1,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8919","fl8919-3",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8919","fl8919-4",0,1,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8919","fl8919-5",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8920","fl8920-1",1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8920","fl8920-2",1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8920","fl8920-3",1,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8920","fl8920-4",1,1,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"fl8920","fl8920-5",1,0,0,0,0,1,"Haspel-ok","Not Haspel-ok"
"fl8920","fl8920-6",0,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8920","fl8920-7",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8921","fl8921-1",1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8921","fl8921-2",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8921","fl8921-3",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8921","fl8921-4",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8921","fl8921-5",1,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8921","fl8921-6",0,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8921","fl8921-7",0,1,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"fl8922","fl8922-1",1,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8922","fl8922-2",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8922","fl8922-3",0,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8922","fl8922-4",1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8923","fl8923-1",1,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8923","fl8923-2",0,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8923","fl8923-3",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8923","fl8923-4",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8924","fl8924-1",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8924","fl8924-2",1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8924","fl8924-3",0,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8924","fl8924-4",0,0,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8925","fl8925-1",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8925","fl8925-2",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8925","fl8925-3",1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8926","fl8926-1",0,1,1,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl8926","fl8926-2",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8926","fl8926-3",0,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8926","fl8926-4",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8926","fl8926-5",1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8926","fl8926-6",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8927","fl8927-1",1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8927","fl8927-2",0,1,1,1,1,1,"Haspel-ok","Not Haspel-ok"
"fl8927","fl8927-3",1,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8927","fl8927-4",0,0,1,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl8927","fl8927-5",0,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8927","fl8927-6",0,1,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8927","fl8927-7",1,1,0,0,0,1,"Haspel-ok","Not Haspel-ok"
"fl8928","fl8928-1",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8928","fl8928-2",0,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8929","fl8929-1",0,0,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8929","fl8929-2",1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8929","fl8929-3",1,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8929","fl8929-4",1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8929","fl8929-5",1,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8929","fl8929-6",1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8929","fl8929-7",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8930","fl8930-1",0,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8930","fl8930-2",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8930","fl8930-3",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8931","fl8931-1",0,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8931","fl8931-2",1,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8931","fl8931-3",0,0,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"fl8931","fl8931-4",1,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8931","fl8931-5",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8931","fl8931-6",1,1,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"fl8932","fl8932-1",0,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8932","fl8932-2",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8933","fl8933-1",1,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8934","fl8934-1",0,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8934","fl8934-2",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8934","fl8934-3",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8934","fl8934-4",0,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8934","fl8934-5",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8934","fl8934-6",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8935","fl8935-1",0,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8935","fl8935-2",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8936","fl8936-1",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8936","fl8936-2",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8936","fl8936-3",0,0,0,1,1,1,"Haspel-ok","Not Haspel-ok"
"fl8936","fl8936-4",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8937","fl8937-1",0,0,0,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8937","fl8937-2",1,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8937","fl8937-3",0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8937","fl8937-4",1,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8937","fl8937-5",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8938","fl8938-1",0,0,1,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8938","fl8938-2",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8938","fl8938-3",0,0,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"fl8938","fl8938-4",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8938","fl8938-5",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8938","fl8938-6",0,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8939","fl8939-1",1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8939","fl8939-2",0,0,1,0,0,0,"Haspel-ok","Not Haspel-ok"
"fl8939","fl8939-3",0,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8939","fl8939-4",0,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8940","fl8940-1",1,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8940","fl8940-2",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8940","fl8940-3",0,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8940","fl8940-4",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8941","fl8941-1",1,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8941","fl8941-2",0,0,0,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl8941","fl8941-3",1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8941","fl8941-4",0,0,0,1,0,1,"Haspel-ok","Not Haspel-ok"
"fl8941","fl8941-5",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8941","fl8941-6",0,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8941","fl8941-7",0,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8942","fl8942-1",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8942","fl8942-2",0,1,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8942","fl8942-3",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8942","fl8942-4",0,1,1,1,0,0,"Haspel-ok","Not Haspel-ok"
"fl8942","fl8942-5",0,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8942","fl8942-6",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8942","fl8942-7",0,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8943","fl8943-1",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8943","fl8943-2",0,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8943","fl8943-3",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8943","fl8943-4",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8943","fl8943-5",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8943","fl8943-6",0,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8944","fl8944-1",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8944","fl8944-2",0,1,1,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl8944","fl8944-3",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8944","fl8944-4",0,0,1,0,1,0,"Haspel-ok","Not Haspel-ok"
"fl8944","fl8944-5",1,0,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8945","fl8945-1",1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8945","fl8945-2",0,1,1,1,1,0,"Haspel-ok","Not Haspel-ok"
"fl8945","fl8945-3",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8945","fl8945-4",0,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8945","fl8945-5",1,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8945","fl8945-6",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8946","fl8946-1",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8946","fl8946-2",1,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8946","fl8946-3",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8947","fl8947-1",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8947","fl8947-2",0,1,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8947","fl8947-3",0,1,1,0,0,1,"Haspel-ok","Not Haspel-ok"
"fl8947","fl8947-4",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8947","fl8947-5",0,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8947","fl8947-6",0,0,0,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8948","fl8948-1",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8948","fl8948-2",1,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8948","fl8948-3",0,1,1,1,1,1,"Haspel-ok","Not Haspel-ok"
"fl8948","fl8948-4",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8948","fl8948-5",1,1,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8948","fl8948-6",1,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8948","fl8948-7",0,0,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8949","fl8949-1",0,1,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8949","fl8949-2",1,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8949","fl8949-3",1,1,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8949","fl8949-4",0,0,1,0,0,0,"Haspel-notok","Not Haspel-ok"
"fl8949","fl8949-5",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8950","fl8950-1",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8950","fl8950-2",1,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8950","fl8950-3",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8950","fl8950-4",1,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8950","fl8950-5",1,1,1,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8951","fl8951-1",0,0,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8951","fl8951-2",1,1,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8951","fl8951-3",1,1,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8952","fl8952-1",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8952","fl8952-2",1,0,0,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8953","fl8953-1",1,0,1,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8953","fl8953-2",1,0,1,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8953","fl8953-3",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8953","fl8953-4",1,0,1,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8953","fl8953-5",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8953","fl8953-6",1,1,0,0,1,0,"Haspel-notok","Not Haspel-ok"
"fl8953","fl8953-7",1,0,1,0,0,1,"Haspel-notok","Not Haspel-ok"
"fl8954","fl8954-1",0,1,0,1,1,0,"Haspel-notok","Not Haspel-ok"
"fl8954","fl8954-2",1,0,0,1,0,0,"Haspel-notok","Not Haspel-ok"
"fl8954","fl8954-3",0,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8955","fl8955-1",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8955","fl8955-2",1,1,0,1,1,1,"Haspel-notok","Not Haspel-ok"
"fl8955","fl8955-3",0,1,1,0,1,1,"Haspel-notok","Not Haspel-ok"
"fl8955","fl8955-4",0,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8955","fl8955-5",1,0,1,1,0,1,"Haspel-notok","Not Haspel-ok"
"fl8955","fl8955-6",1,0,0,1,1,0,"Haspel-notok","Not Haspel-ok"
